Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Is Pseudo	# Transcripts	# Exons in Gene	# Exons in Transcript	Gene Name or Symbol	Transcript Length
PBANKA_1002200	PBANKA_1002200.1	P. berghei ANKA	PbANKA_10_v3:140,415..141,833(-)	6-cysteine protein P52	No	1	1	1	P36p	1419
PBANKA_1002300	PBANKA_1002300.1	P. berghei ANKA	PbANKA_10_v3:146,703..158,627(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	11925
PBANKA_1002400	PBANKA_1002400.1	P. berghei ANKA	PbANKA_10_v3:158,869..161,537(-)	dipeptidyl aminopeptidase 3, putative	No	1	2	2	DPAP3	2472
PBANKA_1002500	PBANKA_1002500.1	P. berghei ANKA	PbANKA_10_v3:162,389..164,357(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	1707
PBANKA_1002600	PBANKA_1002600.1	P. berghei ANKA	PbANKA_10_v3:165,645..166,841(-)	6-cysteine protein P41, putative	No	1	1	1	P41	1197
PBANKA_1002700	PBANKA_1002700.1	P. berghei ANKA	PbANKA_10_v3:168,063..170,286(-)	ATP-dependent RNA helicase DDX51, putative	No	1	3	3	DDX51	1692
PBANKA_1002800	PBANKA_1002800.1	P. berghei ANKA	PbANKA_10_v3:171,451..176,105(-)	protein transport protein Sec24B, putative	No	1	5	5	SEC24B	4146
PBANKA_1002900	PBANKA_1002900.1	P. berghei ANKA	PbANKA_10_v3:179,420..182,167(+)	ag-1 blood stage membrane protein homologue	No	1	9	9	N/A	1470
PBANKA_1003000	PBANKA_1003000.1	P. berghei ANKA	PbANKA_10_v3:183,231..190,310(-)	liver specific protein 2	No	1	1	1	LISP2	7080
PBANKA_1003100	PBANKA_1003100.1	P. berghei ANKA	PbANKA_10_v3:193,714..202,860(+)	pre-mRNA-processing-splicing factor 8, putative	No	1	3	3	PRPF8	8850
PBANKA_1003200	PBANKA_1003200.1	P. berghei ANKA	PbANKA_10_v3:203,579..204,524(-)	conserved Plasmodium protein, unknown function	No	1	3	3	N/A	600
PBANKA_1003300	PBANKA_1003300.1	P. berghei ANKA	PbANKA_10_v3:205,453..207,480(+)	TMEM33 domain-containing protein, putative	No	1	9	9	N/A	945
PBANKA_1003400	PBANKA_1003400.1	P. berghei ANKA	PbANKA_10_v3:208,170..214,958(-)	lysine decarboxylase, putative	No	1	1	1	UIS14	6789
PBANKA_1003500	PBANKA_1003500.1	P. berghei ANKA	PbANKA_10_v3:218,044..218,358(+)	conserved protein, unknown function	No	1	1	1	N/A	315
PBANKA_1003600	PBANKA_1003600.1	P. berghei ANKA	PbANKA_10_v3:219,228..221,793(-)	apical sushi protein, putative	No	1	4	4	ASP	2163
PBANKA_1003700	PBANKA_1003700.1	P. berghei ANKA	PbANKA_10_v3:223,874..225,427(+)	conserved protein, unknown function	No	1	1	1	N/A	1554
PBANKA_1003800	PBANKA_1003800.1	P. berghei ANKA	PbANKA_10_v3:226,677..228,317(-)	V-type proton ATPase subunit B, putative	No	1	2	2	N/A	1485
PBANKA_1003900	PBANKA_1003900.1	P. berghei ANKA	PbANKA_10_v3:230,862..231,395(+)	gametocyte-specific protein	No	1	1	1	N/A	534
PBANKA_1004000	PBANKA_1004000.1	P. berghei ANKA	PbANKA_10_v3:232,788..234,603(+)	cytosolic glyoxalase II, putative	No	1	7	7	cGLO2	792
PBANKA_1004100	PBANKA_1004100.1	P. berghei ANKA	PbANKA_10_v3:234,990..237,411(-)	NYN domain-containing protein, putative	No	1	2	2	N/A	2232
PBANKA_1004200	PBANKA_1004200.1	P. berghei ANKA	PbANKA_10_v3:239,361..239,768(+)	conserved protein, unknown function	No	1	1	1	N/A	408
PBANKA_1004300	PBANKA_1004300.1	P. berghei ANKA	PbANKA_10_v3:240,422..244,590(+)	conserved Plasmodium protein, unknown function	No	1	13	13	N/A	2568
PBANKA_1004400	PBANKA_1004400.1	P. berghei ANKA	PbANKA_10_v3:244,625..246,057(-)	ribosomal protein L25, putative	No	1	5	5	N/A	858
PBANKA_1004500	PBANKA_1004500.1	P. berghei ANKA	PbANKA_10_v3:246,898..255,237(-)	conserved Plasmodium protein, unknown function	No	1	8	8	N/A	7215
PBANKA_1004600	PBANKA_1004600.1	P. berghei ANKA	PbANKA_10_v3:255,975..256,907(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	933
PBANKA_1004700	PBANKA_1004700.1	P. berghei ANKA	PbANKA_10_v3:257,569..258,688(+)	methyltransferase, putative	No	1	2	2	N/A	915
PBANKA_1004800	PBANKA_1004800.1	P. berghei ANKA	PbANKA_10_v3:259,035..260,126(-)	peptidyl-tRNA hydrolase 2, putative	No	1	5	5	PTH2	570
PBANKA_1004900	PBANKA_1004900.1	P. berghei ANKA	PbANKA_10_v3:261,665..262,777(+)	transcription factor, putative	No	1	1	1	N/A	1113
PBANKA_1005000	PBANKA_1005000.1	P. berghei ANKA	PbANKA_10_v3:263,806..264,135(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	330
PBANKA_1005100	PBANKA_1005100.1	P. berghei ANKA	PbANKA_10_v3:265,763..267,295(+)	mitochondrial carrier protein, putative	No	1	3	3	N/A	1143
PBANKA_1005200	PBANKA_1005200.1	P. berghei ANKA	PbANKA_10_v3:268,937..271,852(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	2916
PBANKA_1005300	PBANKA_1005300.1	P. berghei ANKA	PbANKA_10_v3:272,882..278,149(-)	conserved Plasmodium protein, unknown function	No	1	6	6	N/A	4608
PBANKA_1005400	PBANKA_1005400.1	P. berghei ANKA	PbANKA_10_v3:280,212..285,029(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	4818
PBANKA_1005500	PBANKA_1005500.1	P. berghei ANKA	PbANKA_10_v3:285,740..287,614(-)	AAA family ATPase, putative	No	1	1	1	N/A	1875
PBANKA_1005600	PBANKA_1005600.1	P. berghei ANKA	PbANKA_10_v3:288,580..289,095(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	516
PBANKA_1005700	PBANKA_1005700.1	P. berghei ANKA	PbANKA_10_v3:291,639..294,860(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	3222
PBANKA_1005800	PBANKA_1005800.1	P. berghei ANKA	PbANKA_10_v3:295,977..297,404(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1428
PBANKA_1005900	PBANKA_1005900.1	P. berghei ANKA	PbANKA_10_v3:298,142..299,803(-)	zinc finger Ran-binding domain-containing protein 2, putative	No	1	5	5	ZRANB2	801
PBANKA_1006000	PBANKA_1006000.1	P. berghei ANKA	PbANKA_10_v3:300,840..302,701(-)	conserved protein, unknown function	No	1	3	3	N/A	1578
PBANKA_1006100	PBANKA_1006100.1	P. berghei ANKA	PbANKA_10_v3:303,953..305,392(-)	flap endonuclease 1, putative	No	1	1	1	FEN1	1440
PBANKA_1006200	PBANKA_1006200.1	P. berghei ANKA	PbANKA_10_v3:308,463..311,462(+)	sporozoite invasion-associated protein 1	No	1	1	1	SIAP1	3000
PBANKA_1006300	PBANKA_1006300.1	P. berghei ANKA	PbANKA_10_v3:312,525..316,059(-)	perforin-like protein 1	No	1	8	8	PLP1	2433
PBANKA_1006400	PBANKA_1006400.1	P. berghei ANKA	PbANKA_10_v3:317,417..318,391(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	975
PBANKA_1006500	PBANKA_1006500.1	P. berghei ANKA	PbANKA_10_v3:319,611..322,157(+)	tRNA N6-adenosine threonylcarbamoyltransferase, putative	No	1	5	5	KAE1	2055
PBANKA_1006600	PBANKA_1006600.1	P. berghei ANKA	PbANKA_10_v3:322,717..329,223(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	6507
PBANKA_1006700	PBANKA_1006700.1	P. berghei ANKA	PbANKA_10_v3:330,066..331,804(-)	U4/U6 small nuclear ribonucleoprotein PRP31, putative	No	1	2	2	PRPF31	1551
PBANKA_1006800	PBANKA_1006800.1	P. berghei ANKA	PbANKA_10_v3:332,806..334,221(+)	protein SOF1, putative	No	1	1	1	SOF1	1416
PBANKA_1006900	PBANKA_1006900.1	P. berghei ANKA	PbANKA_10_v3:334,726..337,800(-)	methyltransferase, putative	No	1	3	3	N/A	2691
PBANKA_1007000	PBANKA_1007000.1	P. berghei ANKA	PbANKA_10_v3:339,190..341,058(+)	chaperone protein DnaJ, putative	No	1	1	1	N/A	1869
PBANKA_1007100	PBANKA_1007100.1	P. berghei ANKA	PbANKA_10_v3:341,800..343,178(-)	NAD(P)-binding protein, putative	No	1	2	2	N/A	1251
PBANKA_1007200	PBANKA_1007200.1	P. berghei ANKA	PbANKA_10_v3:344,589..348,101(-)	replication protein A1, large subunit, putative	No	1	1	1	RPA1	3513
PBANKA_1007300	PBANKA_1007300.1	P. berghei ANKA	PbANKA_10_v3:349,232..350,184(+)	peptide chain release factor 2, putative	No	1	4	4	RF2	585
PBANKA_1007400	PBANKA_1007400.1	P. berghei ANKA	PbANKA_10_v3:351,710..353,284(+)	zinc finger protein, putative	No	1	1	1	N/A	1575
PBANKA_1007500	PBANKA_1007500.1	P. berghei ANKA	PbANKA_10_v3:353,552..355,639(-)	actin-like protein, putative	No	1	7	7	ALP5b	1254
PBANKA_1007600	PBANKA_1007600.1	P. berghei ANKA	PbANKA_10_v3:356,610..358,735(-)	erythrocyte vesicle protein 1, putative	No	1	2	2	EVP1	1968
PBANKA_1007700	PBANKA_1007700.1	P. berghei ANKA	PbANKA_10_v3:361,745..364,742(-)	protein phosphatase PPM1	No	1	2	2	PPM1	2850
PBANKA_1007800	PBANKA_1007800.1	P. berghei ANKA	PbANKA_10_v3:367,145..368,125(+)	exosome complex component RRP4, putative	No	1	1	1	RRP4	981
PBANKA_1007900	PBANKA_1007900.1	P. berghei ANKA	PbANKA_10_v3:368,874..369,509(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	636
PBANKA_1008000	PBANKA_1008000.1	P. berghei ANKA	PbANKA_10_v3:371,839..373,168(+)	conserved protein, unknown function	No	1	3	3	N/A	939
PBANKA_1008100	PBANKA_1008100.1	P. berghei ANKA	PbANKA_10_v3:373,582..375,948(-)	ribosome biogenesis GTPase A, putative	No	1	1	1	RbgA	2367
PBANKA_1008200	PBANKA_1008200.1	P. berghei ANKA	PbANKA_10_v3:377,167..380,506(+)	cGMP-dependent protein kinase	No	1	5	5	PKG	2571
PBANKA_1008300	PBANKA_1008300.1	P. berghei ANKA	PbANKA_10_v3:381,201..382,436(-)	GTP-binding protein, putative	No	1	1	1	N/A	1236
PBANKA_1008400	PBANKA_1008400.1	P. berghei ANKA	PbANKA_10_v3:383,092..386,323(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	3009
PBANKA_1008500	PBANKA_1008500.1	P. berghei ANKA	PbANKA_10_v3:387,704..390,463(-)	translocon component PTEX150	No	1	1	1	PTEX150	2760
PBANKA_1008600	PBANKA_1008600.1	P. berghei ANKA	PbANKA_10_v3:394,229..399,484(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	5256
PBANKA_1008700	PBANKA_1008700.1	P. berghei ANKA	PbANKA_10_v3:399,521..404,761(-)	conserved Plasmodium protein, unknown function	No	1	3	3	N/A	4968
PBANKA_1008800	PBANKA_1008800.1	P. berghei ANKA	PbANKA_10_v3:406,372..408,132(-)	glucose-6-phosphate isomerase, putative	No	1	1	1	N/A	1761
PBANKA_1008900	PBANKA_1008900.1	P. berghei ANKA	PbANKA_10_v3:410,491..411,435(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	945
PBANKA_1009000	PBANKA_1009000.1	P. berghei ANKA	PbANKA_10_v3:411,718..413,241(-)	GTPase Era, putative	No	1	1	1	ERA	1524
PBANKA_1009100	PBANKA_1009100.1	P. berghei ANKA	PbANKA_10_v3:416,230..420,019(+)	ataxin-2 like protein, putative	No	1	9	9	N/A	2457
PBANKA_1009200	PBANKA_1009200.1	P. berghei ANKA	PbANKA_10_v3:422,856..427,697(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	4842
PBANKA_1009300	PBANKA_1009300.1	P. berghei ANKA	PbANKA_10_v3:428,420..429,124(-)	clathrin light chain, putative	No	1	1	1	N/A	705
PBANKA_1009400	PBANKA_1009400.1	P. berghei ANKA	PbANKA_10_v3:430,822..431,394(+)	ER membrane protein complex subunit 4, putative	No	1	1	1	EMC4	573
PBANKA_1009500	PBANKA_1009500.1	P. berghei ANKA	PbANKA_10_v3:433,633..442,521(+)	glutamate synthase [NADH], putative	No	1	1	1	N/A	8889
PBANKA_1009600	PBANKA_1009600.1	P. berghei ANKA	PbANKA_10_v3:443,488..445,035(-)	conserved protein, unknown function	No	1	4	4	N/A	1134
PBANKA_1009700	PBANKA_1009700.1	P. berghei ANKA	PbANKA_10_v3:447,652..448,698(+)	ribonuclease H2 subunit B, putative	No	1	1	1	N/A	1047
PBANKA_1009800	PBANKA_1009800.1	P. berghei ANKA	PbANKA_10_v3:449,488..450,789(-)	cytochrome c oxidase assembly protein COX15, putative	No	1	1	1	COX15	1302
PBANKA_1009900	PBANKA_1009900.1	P. berghei ANKA	PbANKA_10_v3:451,620..453,042(-)	conserved Plasmodium protein, unknown function	No	1	4	4	N/A	1017
PBANKA_1010000	PBANKA_1010000.1	P. berghei ANKA	PbANKA_10_v3:453,755..454,513(-)	mitochondrial acidic protein MAM33, putative	No	1	1	1	N/A	759
PBANKA_1010100	PBANKA_1010100.1	P. berghei ANKA	PbANKA_10_v3:456,614..457,102(+)	mitochondrial import inner membrane translocase subunit TIM17, putative	No	1	1	1	TIM17	489
PBANKA_1010200	PBANKA_1010200.1	P. berghei ANKA	PbANKA_10_v3:458,431..460,146(-)	methionine aminopeptidase 2, putative	No	1	1	1	METAP2	1716
PBANKA_1010300	PBANKA_1010300.1	P. berghei ANKA	PbANKA_10_v3:461,674..483,465(+)	dynein-related AAA-type ATPase, putative	No	1	1	1	N/A	21792
PBANKA_1010400	PBANKA_1010400.1	P. berghei ANKA	PbANKA_10_v3:484,969..486,163(+)	conserved protein, unknown function	No	1	4	4	N/A	834
PBANKA_1010500	PBANKA_1010500.1	P. berghei ANKA	PbANKA_10_v3:486,878..488,557(-)	Hsp70/Hsp90 organizing protein, putative	No	1	1	1	HOP	1680
PBANKA_1010600	PBANKA_1010600.1	P. berghei ANKA	PbANKA_10_v3:491,601..492,348(+)	calmodulin, putative	No	1	2	2	CAM	450
PBANKA_1010700	PBANKA_1010700.1	P. berghei ANKA	PbANKA_10_v3:493,007..494,203(-)	queuine tRNA-ribosyltransferase, putative	No	1	1	1	N/A	1197
PBANKA_1010800	PBANKA_1010800.1	P. berghei ANKA	PbANKA_10_v3:495,037..496,551(+)	CCR4-associated factor 16, putative	No	1	6	6	CAF16	774
PBANKA_1010900	PBANKA_1010900.1	P. berghei ANKA	PbANKA_10_v3:497,612..503,464(-)	protein kinase, putative	No	1	1	1	N/A	5853
PBANKA_1011100	PBANKA_1011100.1	P. berghei ANKA	PbANKA_10_v3:504,802..511,677(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	6876
PBANKA_1011200	PBANKA_1011200.1	P. berghei ANKA	PbANKA_10_v3:513,048..518,598(+)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	5364
PBANKA_1011300	PBANKA_1011300.1	P. berghei ANKA	PbANKA_10_v3:518,681..519,292(-)	signal peptidase complex subunit SPC1, putative	No	1	3	3	SPC1	300
PBANKA_1011400	PBANKA_1011400.1	P. berghei ANKA	PbANKA_10_v3:522,597..527,396(+)	DNA topoisomerase 2, putative	No	1	4	4	TOP2	4419
PBANKA_1011500	PBANKA_1011500.1	P. berghei ANKA	PbANKA_10_v3:530,471..544,840(+)	zinc finger protein, putative	No	1	1	1	N/A	14370
PBANKA_1011600	PBANKA_1011600.1	P. berghei ANKA	PbANKA_10_v3:545,257..547,014(-)	chromatin assembly factor 1 P55 subunit, putative	No	1	4	4	N/A	1365
PBANKA_1011700	PBANKA_1011700.1	P. berghei ANKA	PbANKA_10_v3:548,790..551,624(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	2835
PBANKA_1011800	PBANKA_1011800.1	P. berghei ANKA	PbANKA_10_v3:552,073..555,476(-)	HID1 domain-containing protein, putative	No	1	4	4	N/A	2955
PBANKA_1011900	PBANKA_1011900.1	P. berghei ANKA	PbANKA_10_v3:556,097..556,504(+)	H/ACA ribonucleoprotein complex subunit 3, putative	No	1	2	2	NOP10	168
PBANKA_1012000	PBANKA_1012000.1	P. berghei ANKA	PbANKA_10_v3:557,718..558,628(+)	SF-assemblin, putative	No	1	2	2	N/A	795
PBANKA_1012100	PBANKA_1012100.1	P. berghei ANKA	PbANKA_10_v3:559,590..561,518(+)	HP12 protein homolog, putative	No	1	1	1	N/A	1929
PBANKA_1012200	PBANKA_1012200.1	P. berghei ANKA	PbANKA_10_v3:563,074..564,175(+)	protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative	No	1	3	3	N/A	675
PBANKA_1012300	PBANKA_1012300.1	P. berghei ANKA	PbANKA_10_v3:565,360..568,737(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	3378
PBANKA_1012400	PBANKA_1012400.1	P. berghei ANKA	PbANKA_10_v3:568,836..570,446(-)	RNA methyltransferase, putative	No	1	2	2	N/A	1413
PBANKA_1012500	PBANKA_1012500.1	P. berghei ANKA	PbANKA_10_v3:571,641..578,292(+)	leucine-rich repeat protein	No	1	18	18	LRR5	4467
PBANKA_1012600	PBANKA_1012600.1	P. berghei ANKA	PbANKA_10_v3:579,768..584,561(+)	conserved Plasmodium protein, unknown function	No	1	3	3	N/A	4620
PBANKA_1012700	PBANKA_1012700.1	P. berghei ANKA	PbANKA_10_v3:584,790..589,356(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	4446
PBANKA_1012800	PBANKA_1012800.1	P. berghei ANKA	PbANKA_10_v3:590,112..592,038(-)	voltage-dependent anion-selective channel protein, putative	No	1	7	7	N/A	870
PBANKA_1012900	PBANKA_1012900.1	P. berghei ANKA	PbANKA_10_v3:593,425..594,609(+)	SNARE protein, putative	No	1	1	1	N/A	1185
PBANKA_1013000	PBANKA_1013000.1	P. berghei ANKA	PbANKA_10_v3:595,556..598,765(-)	inner membrane complex suture component, putative	No	1	10	10	ISC3	2211
PBANKA_1013100	PBANKA_1013100.1	P. berghei ANKA	PbANKA_10_v3:600,258..601,122(-)	60S ribosomal protein L14, putative	No	1	3	3	N/A	471
PBANKA_1013200	PBANKA_1013200.1	P. berghei ANKA	PbANKA_10_v3:602,622..603,998(-)	succinyl-CoA ligase [ADP-forming] subunit beta, putative	No	1	1	1	N/A	1377
PBANKA_1013300	PBANKA_1013300.1	P. berghei ANKA	PbANKA_10_v3:606,000..607,799(+)	mitogen-activated protein kinase 1	No	1	1	1	MAPK1	1800
PBANKA_1013400	PBANKA_1013400.1	P. berghei ANKA	PbANKA_10_v3:609,676..612,244(+)	surface-related antigen SRA, putative	No	1	2	2	SRA	2454
PBANKA_1013500	PBANKA_1013500.1	P. berghei ANKA	PbANKA_10_v3:612,334..614,838(-)	large subunit GTPase 1, putative	No	1	2	2	LSG1	2427
PBANKA_1013600	PBANKA_1013600.1	P. berghei ANKA	PbANKA_10_v3:616,220..617,158(-)	PhIL1 interacting protein PIP2, putative	No	1	1	1	PIP2	939
PBANKA_1013700	PBANKA_1013700.1	P. berghei ANKA	PbANKA_10_v3:618,228..619,190(+)	mitochondrial ribosomal protein L17-2 precursor, putative	No	1	2	2	N/A	765
PBANKA_1013800	PBANKA_1013800.1	P. berghei ANKA	PbANKA_10_v3:620,398..620,916(+)	cytochrome c oxidase subunit 2, putative	No	1	1	1	COX2	519
PBANKA_1013900	PBANKA_1013900.1	P. berghei ANKA	PbANKA_10_v3:621,228..621,947(-)	PhIL1 interacting protein PIP3, putative	No	1	1	1	PIP3	720
PBANKA_1014000	PBANKA_1014000.1	P. berghei ANKA	PbANKA_10_v3:622,905..624,920(-)	NADP-specific glutamate dehydrogenase, putative	No	1	3	3	GDH2	1533
PBANKA_1014100	PBANKA_1014100.1	P. berghei ANKA	PbANKA_10_v3:625,649..628,027(-)	endonuclease/exonuclease/phosphatase family protein, putative	No	1	1	1	N/A	2379
PBANKA_1014200	PBANKA_1014200.1	P. berghei ANKA	PbANKA_10_v3:628,547..629,767(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1221
PBANKA_1014300	PBANKA_1014300.1	P. berghei ANKA	PbANKA_10_v3:630,312..632,336(-)	autophagy protein 5, putative	No	1	1	1	ATG5	2025
PBANKA_1014400	PBANKA_1014400.1	P. berghei ANKA	PbANKA_10_v3:633,605..639,883(+)	acid phosphatase, putative	No	1	1	1	N/A	6279
PBANKA_1014500	PBANKA_1014500.1	P. berghei ANKA	PbANKA_10_v3:640,434..643,143(-)	plasmepsin IX, putative	No	1	8	8	PMIX	1824
PBANKA_1014600	PBANKA_1014600.1	P. berghei ANKA	PbANKA_10_v3:644,258..645,736(-)	serine/threonine protein phosphatase 2A activator, putative	No	1	5	5	PTPA	954
PBANKA_1014700	PBANKA_1014700.1	P. berghei ANKA	PbANKA_10_v3:647,308..648,526(+)	conserved protein, unknown function	No	1	3	3	N/A	912
PBANKA_1014800	PBANKA_1014800.1	P. berghei ANKA	PbANKA_10_v3:648,802..652,728(-)	ADP-dependent DNA helicase RecQ, putative	No	1	1	1	WRN	3927
PBANKA_1014900	PBANKA_1014900.1	P. berghei ANKA	PbANKA_10_v3:654,009..657,996(-)	coatomer subunit beta, putative	No	1	3	3	N/A	3771
PBANKA_1015000	PBANKA_1015000.1	P. berghei ANKA	PbANKA_10_v3:659,757..660,800(+)	mitochondrial ribosomal protein L15 precursor, putative	No	1	1	1	N/A	1044
PBANKA_1015100	PBANKA_1015100.1	P. berghei ANKA	PbANKA_10_v3:661,017..661,571(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	555
PBANKA_1015200	PBANKA_1015200.1	P. berghei ANKA	PbANKA_10_v3:662,822..664,798(-)	diphthamide biosynthesis protein 2, putative	No	1	1	1	DPH2	1977
PBANKA_1015300	PBANKA_1015300.1	P. berghei ANKA	PbANKA_10_v3:665,274..672,194(-)	rRNA (adenosine-2'-O-)-methyltransferase, putative	No	1	1	1	N/A	6921
PBANKA_1015400	PBANKA_1015400.1	P. berghei ANKA	PbANKA_10_v3:673,385..676,227(+)	CPW-WPC family protein	No	1	16	16	N/A	1116
PBANKA_1015500	PBANKA_1015500.1	P. berghei ANKA	PbANKA_10_v3:677,715..680,060(+)	AP2 domain transcription factor AP2-O3	No	1	1	1	AP2-O3	2346
PBANKA_1015600	PBANKA_1015600.1	P. berghei ANKA	PbANKA_10_v3:680,941..682,593(-)	apicoplast ribosomal protein L15 precursor, putative	No	1	1	1	N/A	1653
PBANKA_1015700	PBANKA_1015700.1	P. berghei ANKA	PbANKA_10_v3:683,834..684,451(+)	protein archease, putative	No	1	1	1	N/A	618
PBANKA_1015800	PBANKA_1015800.1	P. berghei ANKA	PbANKA_10_v3:686,027..689,104(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	3078
PBANKA_1015900	PBANKA_1015900.1	P. berghei ANKA	PbANKA_10_v3:689,167..690,342(-)	transcription initiation TFIID-like, putative	No	1	3	3	N/A	999
PBANKA_1016000	PBANKA_1016000.1	P. berghei ANKA	PbANKA_10_v3:691,418..692,215(+)	heme/steroid binding domain containing protein, putative	No	1	1	1	N/A	798
PBANKA_1016100	PBANKA_1016100.1	P. berghei ANKA	PbANKA_10_v3:692,599..694,346(-)	peptide chain release factor 1, putative	No	1	8	8	RF1	891
PBANKA_1016200	PBANKA_1016200.1	P. berghei ANKA	PbANKA_10_v3:694,757..701,057(-)	protein kinase, putative	No	1	5	5	N/A	5835
PBANKA_1016300	PBANKA_1016300.1	P. berghei ANKA	PbANKA_10_v3:704,094..705,422(+)	proliferation-associated protein 2g4, putative	No	1	2	2	N/A	1134
PBANKA_1016400	PBANKA_1016400.1	P. berghei ANKA	PbANKA_10_v3:705,761..707,851(-)	major facilitator superfamily domain-containing protein, putative	No	1	1	1	MFS5	2091
PBANKA_1016500	PBANKA_1016500.1	P. berghei ANKA	PbANKA_10_v3:709,486..711,267(+)	WW domain-binding protein 11, putative	No	1	1	1	WBP11	1782
PBANKA_1016600	PBANKA_1016600.1	P. berghei ANKA	PbANKA_10_v3:711,532..713,403(-)	conserved Plasmodium protein, unknown function	No	1	7	7	N/A	1239
PBANKA_1016700	PBANKA_1016700.1	P. berghei ANKA	PbANKA_10_v3:715,143..715,982(-)	leucine-rich repeat protein	No	1	1	1	N/A	840
PBANKA_1016800	PBANKA_1016800.1	P. berghei ANKA	PbANKA_10_v3:719,152..719,892(+)	exosome complex component RRP41, putative	No	1	1	1	RRP41	741
PBANKA_1016900	PBANKA_1016900.1	P. berghei ANKA	PbANKA_10_v3:720,929..721,120(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	192
PBANKA_1017000	PBANKA_1017000.1	P. berghei ANKA	PbANKA_10_v3:721,679..723,115(-)	CorA-like Mg2+ transporter protein, putative	No	1	1	1	MIT3	1437
PBANKA_1017100	PBANKA_1017100.1	P. berghei ANKA	PbANKA_10_v3:724,592..727,027(-)	DNA mismatch repair protein MSH2, putative	No	1	1	1	MSH2-1	2436
PBANKA_1017200	PBANKA_1017200.1	P. berghei ANKA	PbANKA_10_v3:728,860..731,149(+)	conserved Plasmodium protein, unknown function	No	1	6	6	N/A	1581
PBANKA_1017300	PBANKA_1017300.1	P. berghei ANKA	PbANKA_10_v3:737,404..742,458(-)	conserved Plasmodium protein, unknown function	No	1	7	7	N/A	4392
PBANKA_1017400	PBANKA_1017400.1	P. berghei ANKA	PbANKA_10_v3:743,894..744,377(-)	selenoprotein, putative	No	1	2	2	Sel4	405
PBANKA_1017500	PBANKA_1017500.1	P. berghei ANKA	PbANKA_10_v3:745,436..748,591(-)	lipase, putative	No	1	1	1	UIS28	3156
PBANKA_1017600	PBANKA_1017600.1	P. berghei ANKA	PbANKA_10_v3:749,475..752,771(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	3297
PBANKA_1017700	PBANKA_1017700.1	P. berghei ANKA	PbANKA_10_v3:753,786..754,052(+)	cytochrome b-c1 complex subunit 6, putative	No	1	1	1	QCR6	267
PBANKA_1017800	PBANKA_1017800.1	P. berghei ANKA	PbANKA_10_v3:754,685..760,349(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	5478
PBANKA_1017900	PBANKA_1017900.1	P. berghei ANKA	PbANKA_10_v3:763,655..767,017(+)	phosphoenolpyruvate carboxylase	No	1	1	1	PEPC	3363
PBANKA_1018000	PBANKA_1018000.1	P. berghei ANKA	PbANKA_10_v3:767,607..771,770(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	4164
PBANKA_1018100	PBANKA_1018100.1	P. berghei ANKA	PbANKA_10_v3:772,594..774,564(+)	ABC transporter G family member 2, putative	No	1	1	1	ABCG2	1971
PBANKA_1018200	PBANKA_1018200.1	P. berghei ANKA	PbANKA_10_v3:775,207..776,063(+)	MORN repeat protein, putative	No	1	3	3	N/A	447
PBANKA_1018300	PBANKA_1018300.1	P. berghei ANKA	PbANKA_10_v3:776,436..778,214(+)	dynein intermediate chain, putative	No	1	1	1	N/A	1779
PBANKA_1018400	PBANKA_1018400.1	P. berghei ANKA	PbANKA_10_v3:779,645..780,826(+)	protein arginine N-methyltransferase 1, putative	No	1	1	1	PRMT1	1182
PBANKA_1018500	PBANKA_1018500.1	P. berghei ANKA	PbANKA_10_v3:782,789..783,313(+)	transcription factor BTF3, putative	No	1	1	1	BTF3	525
